rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad
4969,laagri kooli möldre maja staadion,laagri kooli möldre maja,"staadion, välispalliväljak",hoonestusõigus,sihtasutus,veskimöldre haridusmaja sihtasutus,90014460,osaühing,oü laagri haridus- ja spordikeskus,10784209,59.35264865,24.59830999,harjumaa,37,saue,alliku küla,1216,56,10454,staadion,väga hea,"jalgpall, kergejõustik",0.0,2020.0,180.0
3833,laagri nõlvaku tn multifunktsionalne spordiväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,59.35043,24.633804,harjumaa,37,saue,laagri alevik,4014,0,8389,multifunktsionaalne palliväljak,väga hea,"korvpall, võrkpall, jalgpall",0.0,2017.0,28.0
237,laagri spordihoone staadion ja palliväljakud,laagri spordikeskus,"staadion, välispalliväljak",kinnisasi,osaühing,oü laagri haridus- ja spordikeskus,10784209,osaühing,oü laagri haridus- ja spordikeskus,10784209,59.35033,24.616488,harjumaa,37,saue,laagri alevik,4014,200,40,staadion ,väga hea,"jalgpall, kergejõustik",2011.0,2006.0,60.0
238,laagri spordihoone võimla,laagri spordikeskus,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü laagri haridus- ja spordikeskus,10784209,osaühing,oü laagri haridus- ja spordikeskus,10784209,59.35005136,24.61774043,harjumaa,37,saue,laagri alevik,4014,160,39,võimla,väga hea,"võrkpall, käsipall, korvpall, saalijalgpall, saalihoki",2011.0,2002.0,60.0
1379,laekvere kooli staadion ja palliväljakud,laekvere kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,vinni vallavalitsus,75008746,kohaliku omavalitsuse üksus,laekvere kool,75010832,59.066112,26.562302,lääne-virumaa,60,vinni,laekvere alevik,4035,0,328,staadion ,rahuldav,"kergejõustik, jalgpall",2009.0,1931.0,0.0
358,lagedi spordihoone spordiväljak,lagedi spordihoone,"muu spordiplats, muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rae vallavalitsus,75026106,kohaliku omavalitsuse üksus,rae valla spordikeskus,75034258,59.40110006,24.94402915,harjumaa,37,rae,lagedi alevik,4043,50,2494,staadion,väga hea,"jalgpall, kergejõustik",2014.0,1981.0,20.0
1538,lahmuse kooli spordiväljak,lahmuse kool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põhja-sakala vallavalitsus,77000463,kohaliku omavalitsuse üksus,lahmuse kool,70002822,58.557123,25.4469,viljandimaa,84,põhja-sakala,lahmuse küla,4060,20,660,staadion,rahuldav,"kergejõustik, jalgpall",0.0,1979.0,20.0
4158,lasnamäe kergejõustikuhalli jalgpalliväljak,lasnamäe kergejõustikuhall,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,kohaliku omavalitsuse üksus,tallinna spordihall,75015982,59.435729,24.839643,harjumaa,37,tallinn,lasnamäe linnaosa,387,40,11385,lasnamäe kergejõustikuhalli jalgpalliväljak,väga hea,jalgpall,2017.0,2005.0,94.0
620,lasnamäe kergejõustikuhalli spordiväljakud,lasnamäe kergejõustikuhall,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,kohaliku omavalitsuse üksus,tallinna spordihall,75015982,59.435729,24.839643,harjumaa,37,tallinn,lasnamäe linnaosa,387,0,7695,jalgpalli harjutusväljak,rahuldav,jalgpall,2015.0,2005.0,0.0
448,lasnamäe põhikooli spordisaalid,lasnamäe põhikool,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tallinna haridusamet,75014289,kohaliku omavalitsuse üksus,lasnamäe põhikool,75017691,59.44284,24.896661,harjumaa,37,tallinn,lasnamäe linnaosa,387,64,1074,võimla,väga hea,"aeroobika, võrkpall, korvpall, saalijalgpall, käsipall",0.0,2021.0,15.0
2889,lasnamäe põhikooli staadion ja spordiväljakud,lasnamäe põhikool,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tallinna haridusamet,75014289,kohaliku omavalitsuse üksus,lasnamäe põhikool,75017691,59.442372,24.89723,harjumaa,37,tallinn,lasnamäe linnaosa,387,48,5997,staadion,väga hea,"jalgpall, kergejõustik",2021.0,1986.0,20.0
1666,lasnamäe spordikompleksi spordihoone,lasnamäe spordikompleks,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,lasnamäe linnaosa valitsus,75016013,kohaliku omavalitsuse üksus,lasnamäe spordikompleks,75018802,59.42626247,24.79905739,harjumaa,37,tallinn,lasnamäe linnaosa,387,210,1513,sportmängude saal,rahuldav,"saalijalgpall, korvpall, tennis, saalihoki, võrkpall, käsipall",2005.0,1958.0,12.0
1667,lasnamäe spordikompleksi staadion ja palliväljakud,lasnamäe spordikompleks,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lasnamäe linnaosa valitsus,75016013,kohaliku omavalitsuse üksus,lasnamäe spordikompleks,75018802,59.427176,24.799855,harjumaa,37,tallinn,lasnamäe linnaosa,387,0,1561,staadion,hea,"jalgpall, kergejõustik",2006.0,1986.0,0.0
606,lasnamäe sportmängude maja staadion ja spordiväljakud,lasnamäe sportmängude maja,"muu spordiplats, muu vabas õhus asuv spordiobjekt, sportliku liikumise püsirada, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tallinna kultuuri- ja spordiamet,77001435,kohaliku omavalitsuse üksus,pirita spordikeskus,75017277,59.443814,24.835648,harjumaa,37,tallinn,lasnamäe linnaosa,387,43,676,staadion,väga hea,"jalgpall, kergejõustik",2022.0,2019.0,0.0
440,lasnamäe vene gümnaasiumi spordisaalid,lasnamäe vene gümnaasium,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tallinna haridusamet,75014289,kohaliku omavalitsuse üksus,lasnamäe vene gümnaasium,75016817,59.44266014,24.83571612,harjumaa,37,tallinn,lasnamäe linnaosa,387,30,6073,võimla,rahuldav,"korvpall, võrkpall, saalijalgpall",0.0,2007.0,25.0
215,lauka põhikooli staadion ja palliväljakud,0,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,hiiumaa vallavalitsus,77000424,kohaliku omavalitsuse üksus,lauka põhikool,75012156,58.963561,22.523904,hiiumaa,39,hiiumaa,lauka küla,4141,40,4833,staadion,mitterahuldav,"jalgpall, kergejõustik",2011.0,2007.0,30.0
3513,lehola jalgpalliplats,lehola spordiväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,kohaliku omavalitsuse üksus,lääne-harju vallavalitsus,77000200,59.293537,24.326209,harjumaa,37,lääne-harju,lehola küla,4211,0,11947,lehola jalgpalliplats,rahuldav,jalgpall,2023.0,2015.0,20.0
1347,lihula spordihoone,lihula gümnaasium,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,lääneranna vallavalitsus,77000298,kohaliku omavalitsuse üksus,lääneranna spordikool,77001257,58.685443,23.839635,pärnumaa,68,lääneranna,lihula linn,4330,100,744,pallimängusaal,väga hea,"korvpall, saalihoki, võrkpall, kergejõustik, maadlus, sumo, saalijalgpall",2021.0,1996.0,15.0
1051,linnamäe jalgpalliväljak,oru kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,lääne-nigula vallavalitsus,75038598,mittetulundusühing,oru spordiklubi,80225954,58.99302264,23.71197096,läänemaa,56,lääne-nigula,linnamäe küla,4400,20,841,linnamäe jalgpalliväljak,väga hea,jalgpall,2019.0,1991.0,10.0
3201,lipa küla spordiväljak,0,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,rapla vallavalitsus,77000312,kohaliku omavalitsuse üksus,lipa vabaajakeskus,75038463,58.90598572,24.71503063,raplamaa,71,rapla,lipa küla,4413,5,6917,lipa küla spordiväljak,rahuldav,jalgpall,2022.0,1952.0,30.0
2862,lohusuu kooli spordiväljak,lohusuu kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,mustvee vallavalitsus,77000364,kohaliku omavalitsuse üksus,lohusuu kool,75004487,58.951969,27.0451,jõgevamaa,50,mustvee,lohusuu alevik,4459,0,5822,staadion,rahuldav,"jalgpall, kergejõustik",0.0,1997.0,0.0
1129,loksa linna mere tn rannajalgpalliväljak,loksa linna mere tn palliväljakud,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,loksa linnavalitsus,75013457,kohaliku omavalitsuse üksus,loksa linnavalitsus,75013457,59.577822,25.707702,harjumaa,37,loksa,0,0,0,508,mere tn rannajalgpalliväljak,hea,rannajalgpall,0.0,2009.0,4.0
1130,loksa linna posti tänava spordiväljak,0,välispalliväljak,kinnisasi,osaühing,osaühing loksa haljastus,11561799,osaühing,osaühing loksa haljastus,11561799,59.586317,25.72938,harjumaa,37,loksa,0,0,0,4151,loksa linna posti tänava spordiväljak,rahuldav,jalgpall,0.0,2005.0,0.0
1131,loksa linna staadion,0,staadion,kinnisasi,kohaliku omavalitsuse üksus,loksa linnavalitsus,75013457,kohaliku omavalitsuse üksus,loksa linnavalitsus,75013457,59.578464,25.717964,harjumaa,37,loksa,0,0,40,509,staadion,väga hea,"jalgpall, kergejõustik",2022.0,1952.0,70.0
1006,loo spordihoone,loo spordihoone,"siseujula, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,jõelähtme vallavalitsus,75025973,mittetulundusühing,rahvaspordiklubi loo,80044744,59.43208889,24.94335278,harjumaa,37,jõelähtme,loo alevik,4496,83,1516,pallisaal,hea,"korvpall, saalihoki, käsipall, saalijalgpall, võrkpall, tennis",2001.0,1975.0,30.0
1007,loo staadion ja spordiväljakud,0,"muu vabas õhus asuv spordiobjekt, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,jõelähtme vallavalitsus,75025973,mittetulundusühing,jõelähtme spordiklubi,80333810,59.435524,24.94898,harjumaa,37,jõelähtme,loo alevik,4496,60,1512,loo staadion,väga hea,"jalgpall, kergejõustik",2023.0,1987.0,50.0
1491,luua metsanduskooli staadion,0,staadion,kinnisasi,-,haridus- ja teadusministeerium,70000740,-,luua metsanduskool,70002443,58.656865,26.600765,jõgevamaa,50,jõgeva,luua küla,4579,40,3049,staadion,rahuldav,"jalgpall, kergejõustik",0.0,1967.0,10.0
1492,luua metsanduskooli võimla,luua metsanduskool,"võimla, spordihall, spordisaal",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,luua metsanduskool,70002443,58.654471,26.602632,jõgevamaa,50,jõgeva,luua küla,4579,40,788,võimla,rahuldav,"korvpall, võrkpall, saalijalgpall",2013.0,1979.0,10.0
1416,lüllemäe põhikooli staadion,lüllemäe põhikool,staadion,kinnisasi,kohaliku omavalitsuse üksus,valga vallavalitsus,77000507,kohaliku omavalitsuse üksus,lüllemäe põhikool,75001709,57.753731,26.380579,valgamaa,81,valga,lüllemäe küla,4677,20,2427,staadion,rahuldav,"kergejõustik, jalgpall",1990.0,1964.0,10.0
977,lümanda kunstmurukattega multifunktsionaalne palliväljak ja jõulinnak,lümanda keskus,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,lümanda põhikool,75026425,58.286055,22.026558,saaremaa,74,saaremaa,lümanda küla,4679,20,588,lümanda multifunktsionaalne palliväljak,hea,"jalgpall, korvpall, võrkpall",0.0,2007.0,40.0
12,lümanda staadion,lümanda keskus,staadion,kinnisasi,kohaliku omavalitsuse üksus,saaremaa vallavalitsus,77000306,kohaliku omavalitsuse üksus,lümanda põhikool,75026425,58.283724,22.028253,saaremaa,74,saaremaa,lümanda küla,4679,20,589,lümanda staadion,rahuldav,"jalgpall, kergejõustik",2009.0,1963.0,50.0
2376,lähte ühisgümnaasiumi staadion ja palliväljak,lähte spordihall,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tartu vallavalitsus,75006486,kohaliku omavalitsuse üksus,tartu valla spordikool,75033537,58.49503357,26.68526503,tartumaa,79,tartu vald,lähte alevik,4630,0,3995,staadion,mitterahuldav,"jalgpall, kergejõustik",2017.0,1961.0,5.0
1364,maardu gümnaasiumi spordiväljakud,maardu gümnaasium,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,maardu linnavalitsus,75011470,kohaliku omavalitsuse üksus,maardu gümnaasium,75011961,59.48548611,25.02636111,harjumaa,37,maardu,0,0,0,1087,staadion,hea,"jalgpall, kergejõustik",2018.0,1991.0,0.0
2832,maardu põhikooli staadion ja palliväljakud,maardu põhikool,"staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,maardu linnavalitsus,75011470,kohaliku omavalitsuse üksus,maardu põhikool,75011903,59.477355,25.023111,harjumaa,37,maardu,0,0,0,5770,maardu põhikooli staadion,väga hea,"jalgpall, kergejõustik",2021.0,1986.0,0.0
3552,maardu spordikeskuse spordisaalid,maardu spordikeskus,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü vedru,10235359,osaühing,oü vedru,10235359,59.485989,25.024774,harjumaa,37,maardu,0,0,40,7816,spordisaal,hea,"korvpall, võrkpall, saalijalgpall",2016.0,2006.0,0.0
1552,maarjamaa hariduskolleegiumi valgejõe õppekeskuse spordisaal,maarjamaa hariduskolleegiumi valgejõe õppekeskus,"võimla, spordihall, spordisaal",kinnisasi,-,haridus- ja teadusministeerium,70000740,-,maarjamaa hariduskolleegium,70004471,59.262038,25.968579,lääne-virumaa,60,tapa,tapa linn,8140,34,7498,spordisaal,väga hea,"saalihoki, tennis, saalijalgpall, korvpall, võrkpall",2015.0,2014.0,10.0
3122,maarjamäe jalgpallikeskus,0,välispalliväljak,hoonestusõigus,mittetulundusühing,fci levadia mtü,80053192,mittetulundusühing,fci levadia mtü,80053192,59.457722,24.816699,harjumaa,37,tallinn,pirita linnaosa,596,100,6725,jalgpalli muruväljak,hea,jalgpall,2017.0,2007.0,12.0
930,madsa spordibaas,madsa spordibaas,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,mittetulundusühing,"tartu spordiselts ""kalev""",80068087,mittetulundusühing,"tartu spordiselts ""kalev""",80068087,58.03583044,26.38829802,valgamaa,81,otepää,arula küla,1376,30,479,jalgpalliväljak,rahuldav,jalgpall,2020.0,1973.0,40.0
3834,maidla terviserada,0,"muu vabas õhus asuv spordiobjekt, sportliku liikumise püsirada, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,saue vallavalitsus,77000430,mittetulundusühing,mittetulundusühing maidla külaselts,80185628,59.2490793,24.64294424,harjumaa,37,saue,maidla küla,4739,0,8433,jalgpalliväljak,väga hea,jalgpall,0.0,2017.0,0.0
1093,mammaste tervisespordikeskus,mammaste tervisespordikeskus,"muu spordiplats, muu vabas õhus asuv spordiobjekt, sportliku liikumise püsirada, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,põlva spordikool,75009196,58.077497,27.066257,põlvamaa,64,põlva,orajõe küla,5705,46,1089,jalgpalliväljak,hea,jalgpall,0.0,2006.0,60.0
3788,marguse spordibaasi palliplatsid,marguse spordibaas,välispalliväljak,kinnisasi,osaühing,marguse vara oü,14125587,osaühing,marguse vara oü,14125587,58.042726,26.496416,valgamaa,81,otepää,nüpli küla,5567,0,8311,jalgpalliväljak,rahuldav,jalgpall,0.0,2017.0,0.0
308,martna põhikooli spordiväljak,martna põhikool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,lääne-nigula vallavalitsus,75038598,kohaliku omavalitsuse üksus,martna põhikool,75019951,58.858382,23.797545,läänemaa,56,lääne-nigula,martna küla,4796,0,2469,spordiväljak,mitterahuldav,jalgpall,0.0,1971.0,0.0
2639,meremäe kooli spordiväljakud,meremäe kool,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,setomaa vallavalitsus,75025041,kohaliku omavalitsuse üksus,meremäe kool,75036783,57.74698323,27.45628471,võrumaa,87,setomaa,meremäe küla,4877,30,4952,staadion,väga hea,"jalgpall, kergejõustik, tervisejooks ja -kõnd",2017.0,1960.0,0.0
4479,meriküla spordi- ja õppekeskus,0,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,harku vallavalitsus,75014132,kohaliku omavalitsuse üksus,harku vallavalitsus,75014132,59.467403,24.452137,harjumaa,37,harku,meriküla,4880,50,9470,pallisaal,väga hea,"korvpall, võrkpall, ilu- ja rühmvõimlemine, saalijalgpall, saalihoki",0.0,2007.0,150.0
436,merivälja kooli jalgpalliväljak ja jõulinnak,merivälja kool,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,tallinna haridusamet,75014289,kohaliku omavalitsuse üksus,merivälja kool,75017538,59.49265,24.847265,harjumaa,37,tallinn,pirita linnaosa,596,0,8069,merivälja kooli jalgpalliväljak,rahuldav,jalgpall,2016.0,2014.0,0.0
2725,metsküla koolimaja spordiväljak,metsküla koolimaja,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,lääneranna vallavalitsus,77000298,mittetulundusühing,metsküla kultuuriühing,80070492,58.725022,23.623862,pärnumaa,68,lääneranna,metsküla,4929,0,5596,jalgpalliplats,rahuldav,jalgpall,2013.0,2000.0,3.0
1225,miina härma gümnaasiumi spordiväljak,miina härma gümnaasium,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,miina härma gümnaasium,75006813,58.376491,26.709276,tartumaa,79,tartu linn,tartu linn,8151,16,802,jalgpalliväljak,mitterahuldav,jalgpall,0.0,2003.0,20.0
1573,mikitamäe kooli staadion ja spordiväljakud,mikitamäe kool,"muu spordiplats, staadion, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,setomaa vallavalitsus,75025041,kohaliku omavalitsuse üksus,mikitamäe kool,75024627,57.996798,27.538133,võrumaa,87,setomaa,mikitamäe küla,4952,10,695,staadion,rahuldav,"jalgpall, kergejõustik",2021.0,1968.0,20.0
3753,mikitamäe mänguväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,setomaa vallavalitsus,75025041,kohaliku omavalitsuse üksus,setomaa vallavalitsus,75025041,58.001755,27.541587,võrumaa,87,setomaa,mikitamäe küla,4952,0,8238,multifunktsionaalne palliväljak,hea,"jalgpall, korvpall",0.0,2014.0,5.0
702,misso kultuuri- ja spordikeskus,0,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,57.60211352,27.22665964,võrumaa,87,rõuge,misso alevik,4954,10,1137,pallimängude saal,hea,"võrkpall, korvpall, sulgpall, saalijalgpall, saalihoki, harrastusvõimlemine",0.0,2001.0,7.0
592,mõisaküla spordiväljakud,mõisaküla noortekeskus ,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,mõisaküla noortekeskus,75039787,58.093316,25.182263,viljandimaa,84,mulgi,mõisaküla linn,5145,0,4854,jalgpalliväljak,rahuldav,jalgpall,2005.0,1973.0,0.0
3582,mõniste kooli kunstmurukattega universaalväljak,mõniste kool,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,kohaliku omavalitsuse üksus,mõniste kool,75001135,57.594884,26.556334,võrumaa,87,rõuge,kuutsi küla,3728,0,7900,mõniste kooli kunstmurukattega universaalväljak,väga hea,"jalgpall, korvpall, võrkpall",0.0,2016.0,20.0
1353,mõniste kooli staadion,mõniste kool,staadion,kinnisasi,kohaliku omavalitsuse üksus,rõuge vallavalitsus,77000217,kohaliku omavalitsuse üksus,mõniste kool,75001135,57.59412222,26.55353889,võrumaa,87,rõuge,kuutsi küla,3728,30,939,staadion ,väga hea,"jalgpall, kergejõustik",2009.0,1985.0,10.0
297,muhu spordihall,muhu spordihall,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,muhu vallavalitsus,75018710,kohaliku omavalitsuse üksus,muhu põhikool,75020894,58.602159,23.227168,saaremaa,74,muhu,liiva küla,4353,148,472,pallimängujoontega võimla ,hea,"korvpall, sulgpall, saalihoki, tennis, võrkpall, saalijalgpall, aeroobika",2012.0,1995.0,30.0
4965,muhu tennisekeskuse jalgpalli harjutusväljakud,muhu tennisekeskus,välispalliväljak,kinnisasi,mittetulundusühing,mtü spordiklubi tc 2000,80154255,mittetulundusühing,mtü spordiklubi tc 2000,80154255,58.6509266,23.15458059,saaremaa,74,muhu,tamse küla,8136,0,10448,jalgpalliväljak - 2,väga hea,jalgpall,0.0,2018.0,0.0
3135,muhu tennisekeskuse jalgpalliväljak,muhu tennisekeskus,välispalliväljak,kinnisasi,mittetulundusühing,mtü spordiklubi tc 2000,80154255,mittetulundusühing,mtü spordiklubi tc 2000,80154255,58.653349,23.153611,saaremaa,74,muhu,tamse küla,8136,0,6770,jalgpalliväljak,väga hea,jalgpall,0.0,2014.0,0.0
3258,muraste keskuse spordihoone,muraste kool,"võimla, spordihall, spordisaal",hoonestusõigus,osaühing,osaühing strantum,10731164,osaühing,osaühing strantum,10731164,59.456882,24.441308,harjumaa,37,harku,muraste küla,5038,15,7109,spordisaal,väga hea,"korvpall, võrkpall, saalijalgpall, judo",0.0,2014.0,33.0
