rajatisid,rajatisnimi,kompleks,liik,omandiliik,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad,renoveerimisaasta,algusaasta,parkimiskohad,normalized_lockers,normalized_parking,normalized_renovation,normalized_start,normalized_condition,facilities_scores
5221,24-7 fitness pärnu,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü triple invest,10250206,osaühing,24-7fitnessklubi oü,14045006,58.38745996,24.50445898,pärnumaa,68,pärnu,pärnu linn,6619,235,10849,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2021.0,2021.0,150.0,0.15666666666666668,0.08710801393728224,0.9705882352941176,0.975,1.0,0.5971642242262759
5585,24-7fitness avala,0,"võimla, spordihall, spordisaal",kinnisasi,aktsiaselts,aktsiaselts kaamos kinnisvara,10886401,osaühing,24-7fitnessklubi oü,14045006,59.41852012,24.75666923,harjumaa,37,tallinn,kesklinna linnaosa,298,185,11527,aeroobikasaal,väga hea,"aeroobika ja rühmatreeningud, harrastusvõimlemine",2022.0,2022.0,100.0,0.12333333333333334,0.05807200929152149,0.9803921568627451,0.9833333333333333,1.0,0.5871094828175173
4910,24-7fitness kuressaare,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü tulik invest,11449200,osaühing,24-7fitnessklubi oü,14045006,58.24688992,22.45862315,saaremaa,74,saaremaa,kuressaare linn,3655,128,10320,24-7fitness kuressaare jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2020.0,2020.0,70.0,0.08533333333333333,0.04065040650406504,0.9607843137254902,0.9666666666666667,1.0,0.5720442850310856
4890,24-7fitness laki,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,laki põik 4 oü,12943304,osaühing,24-7fitnessklubi oü,14045006,59.41122482,24.67172121,harjumaa,37,tallinn,mustamäe linnaosa,482,200,10315,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2016.0,2016.0,40.0,0.13333333333333333,0.023228803716608595,0.9215686274509803,0.9333333333333333,1.0,0.5799849695975952
6072,24-7fitness luige,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,luige ärikeskus oü,16335062,osaühing,24-7fitnessklubi oü,14045006,59.3253007,24.76668299,harjumaa,37,kiili,luige alevik,4549,148,12348,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2024.0,2024.0,120.0,0.09866666666666667,0.06968641114982578,1.0,1.0,1.0,0.5830843205574914
4892,24-7fitness mustamäe tee,0,"võimla, spordihall, spordisaal",kinnisasi,aktsiaselts,aktsiaselts eesti talleks,10280727,osaühing,24-7fitnessklubi oü,14045006,59.428458,24.702018,harjumaa,37,tallinn,kristiine linnaosa,339,220,10288,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport, aeroobika ja rühmatreeningud",2018.0,2018.0,40.0,0.14666666666666667,0.023228803716608595,0.9411764705882353,0.95,1.0,0.586779087244654
6071,24-7fitness paepargi,0,"võimla, spordihall, spordisaal",hoonestusõigus,osaühing,oü paepargi 11,12293119,osaühing,24-7fitnessklubi oü,14045006,59.42998698,24.80091968,harjumaa,37,tallinn,lasnamäe linnaosa,387,148,12347,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2024.0,2024.0,40.0,0.09866666666666667,0.023228803716608595,1.0,1.0,1.0,0.5807614401858305
4894,24-7fitness peetri,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,peetri kogukonnakeskus oü,16272730,osaühing,24-7fitnessklubi oü,14045006,59.39766342,24.8054392,harjumaa,37,rae,peetri alevik,6086,186,10308,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2019.0,2019.0,70.0,0.124,0.04065040650406504,0.9509803921568627,0.9583333333333334,1.0,0.5822472262075562
4895,24-7fitness priisle,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,priisle äripark oü,16063126,osaühing,24-7fitnessklubi oü,14045006,59.450887,24.89395775,harjumaa,37,tallinn,lasnamäe linnaosa,387,190,10307,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport, aeroobika ja rühmatreeningud",2017.0,2017.0,40.0,0.12666666666666668,0.023228803716608595,0.9313725490196079,0.9416666666666667,1.0,0.5793820284211246
4896,24-7fitness rakvere,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü kroonikeskus,10691092,osaühing,24-7fitnessklubi oü,14045006,59.34873146,26.36402502,lääne-virumaa,60,rakvere linn,0,0,126,10306,24-7fitness rakvere jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2019.0,2019.0,70.0,0.084,0.04065040650406504,0.9509803921568627,0.9583333333333334,1.0,0.5702472262075562
6074,24-7fitness tabasalu,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,tabasalu keskus oü,14377122,osaühing,24-7fitnessklubi oü,14045006,59.42898528,24.5499587,harjumaa,37,harku,tabasalu alevik,8009,178,12350,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2022.0,2022.0,210.0,0.11866666666666667,0.12195121951219512,0.9803921568627451,0.9833333333333333,1.0,0.5889034433285509
6075,24-7fitness tartu sepa keskus,tartu sepa keskus,"võimla, spordihall, spordisaal",kinnisasi,osaühing,osaühing sepa keskus,10240627,osaühing,24-7fitnessklubi oü,14045006,58.34925782,26.73920864,tartumaa,79,tartu linn,tartu linn,8151,158,12352,24-7fitness tartu sepa keskus,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2023.0,2023.0,145.0,0.10533333333333333,0.08420441347270616,0.9901960784313726,0.9916666666666667,1.0,0.5844131618501059
6076,24-7fitness tartu sõbrakeskus,tartu sõbrakeskus,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü kroonikeskus,10691092,osaühing,24-7fitnessklubi oü,14045006,58.36525162,26.71938535,tartumaa,79,tartu linn,tartu linn,8151,178,12353,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2023.0,2023.0,102.0,0.11866666666666667,0.059233449477351915,0.9901960784313726,0.9916666666666667,1.0,0.5871646136503382
4893,24-7fitness tõnismägi,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,redmont invest oü,11020684,osaühing,24-7fitnessklubi oü,14045006,59.42924511,24.74254751,harjumaa,37,tallinn,kesklinna linnaosa,298,196,10309,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2019.0,2019.0,0.0,0.13066666666666665,0.0,0.9509803921568627,0.9583333333333334,1.0,0.5822147058823529
5318,24-7fitness tähesaju,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,oü inf communications,14469060,osaühing,24-7fitnessklubi oü,14045006,59.44339142,24.85574582,harjumaa,37,tallinn,lasnamäe linnaosa,387,244,11023,aeroobikasaal,väga hea,"aeroobika ja rühmatreeningud, harrastusvõimlemine",2021.0,2021.0,46.0,0.16266666666666665,0.026713124274099883,0.9705882352941176,0.975,1.0,0.5959444797431168
4891,24-7fitness vabaduse pst,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,manta maja arendus oü,14426197,osaühing,24-7fitnessklubi oü,14045006,59.36485141,24.63511611,harjumaa,37,tallinn,nõmme linnaosa,524,126,10305,24-7fitness vabaduse pst jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2017.0,2017.0,30.0,0.084,0.017421602787456445,0.9313725490196079,0.9416666666666667,1.0,0.5662916683746669
3145,a. le coq arena i ja ii muruväljak,lilleküla jalgpallistaadion,välispalliväljak,hoonestusõigus,aktsiaselts,as lilleküla jalgpallistaadion,10864457,mittetulundusühing,eesti jalgpalli liit,80091598,59.419445,24.733486,harjumaa,37,tallinn,kesklinna linnaosa,298,284,6813,a. le coq arena i ja ii muruväljak,väga hea,jalgpall,2005.0,2005.0,454.0,0.18933333333333333,0.26364692218350755,0.8137254901960784,0.8416666666666667,1.0,0.5934382284621166
4752,a. le coq arena jõulinnak,0,muu vabas õhus asuv spordiobjekt,kinnisasi,kohaliku omavalitsuse üksus,tallinna kesklinna valitsus,75014221,kohaliku omavalitsuse üksus,tallinna kesklinna valitsus,75014221,59.42225436,24.73015423,harjumaa,37,tallinn,kesklinna linnaosa,298,0,10014,a. le coq arena jõulinnak,väga hea,"harrastusvõimlemine, kulturism ja fitness",2019.0,2019.0,0.0,0.0,0.0,0.9509803921568627,0.9583333333333334,1.0,0.5430147058823529
3152,a. le coq arena miniväljak,lilleküla jalgpallistaadion,välispalliväljak,hoonestusõigus,aktsiaselts,as lilleküla jalgpallistaadion,10864457,mittetulundusühing,eesti jalgpalli liit,80091598,59.421522,24.733744,harjumaa,37,tallinn,kesklinna linnaosa,298,138,6838,a. le coq arena miniväljak,hea,"jalgpall, korvpall",2018.0,2001.0,454.0,0.092,0.26364692218350755,0.9411764705882353,0.8083333333333333,0.8,0.4953166598346656
3144,a. le coq arena staadion ja tribüünihoone,lilleküla jalgpallistaadion,"spordi abihoone, staadion",hoonestusõigus,aktsiaselts,as lilleküla jalgpallistaadion,10864457,mittetulundusühing,eesti jalgpalli liit,80091598,59.421321,24.732113,harjumaa,37,tallinn,kesklinna linnaosa,298,138,6812,a. le coq arena tribüünihoone,hea,0,2018.0,2001.0,454.0,0.092,0.26364692218350755,0.9411764705882353,0.8083333333333333,0.8,0.4953166598346656
1195,a. le coq sport spordimaja,a. le coq sport spordimaja,"muu hoones asuv spordiobjekt, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu sport,77001004,58.37135923,26.75202515,tartumaa,79,tartu linn,tartu linn,8151,600,796,pallimängude saal,väga hea,"sulgpall, korvpall, võrkpall, ilu- ja rühmvõimlemine",2006.0,2006.0,217.0,0.4,0.12601626016260162,0.8235294117647058,0.85,1.0,0.6511537541846006
4749,a. le coq sport spordimaja jõulinnak,a. le coq sport spordimaja,muu vabas õhus asuv spordiobjekt,kinnisasi,kohaliku omavalitsuse üksus,tartu linnavalitsus,75006546,kohaliku omavalitsuse üksus,tartu sport,77001004,58.37113545,26.75174925,tartumaa,79,tartu linn,tartu linn,8151,0,10002,a. le coq sport spordimaja jõulinnak,väga hea,harrastusvõimlemine,2019.0,2019.0,0.0,0.0,0.0,0.9509803921568627,0.9583333333333334,1.0,0.5430147058823529
3401,aakre spordiväljak,0,"muu vabas õhus asuv spordiobjekt, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,elva vallavalitsus,77000170,kohaliku omavalitsuse üksus,rõngu lasteaed pihlakobar,75007706,58.098181,26.202103,tartumaa,79,elva,aakre küla,1018,0,7532,korvpalliplats,rahuldav,korvpall,2005.0,1988.0,20.0,0.0,0.011614401858304297,0.8137254901960784,0.7,0.6,0.356953269112523
1898,aardla rannavõrkpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,kastre vallavalitsus,77000370,kohaliku omavalitsuse üksus,kastre vallavalitsus,77000370,58.312784,26.772126,tartumaa,79,kastre,aardla küla,1024,0,3597,aardla rannavõrkpalliväljak,rahuldav,rannavõrkpall,2004.0,1995.0,0.0,0.0,0.0,0.803921568627451,0.7583333333333333,0.6,0.35830882352941174
3380,aaspere multifunktsionaalne palliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,haljala vallavalitsus,75013144,mittetulundusühing,mittetulundusühing aaspere külakoda,80197761,59.440183,26.133546,lääne-virumaa,60,haljala,aaspere küla,1032,0,7406,aaspere multifunktsionaalne palliväljak,hea,"korvpall, võrkpall",2012.0,2012.0,15.0,0.0,0.008710801393728223,0.8823529411764706,0.9,0.8,0.45367083418733356
4533,abi motokrossi- ja mootorsaanirada,0,"tehnikaspordi püsirada, v.a veemotorada",kinnisasi,füüsiline isik,triinu raudsepp,48711056513,mittetulundusühing,motoklubi sinilind,80078298,57.720806,27.074801,võrumaa,87,rõuge,trolla küla,8351,0,9654,abi motokrossi- ja mootorsaanirada,väga hea,"motokross, mootorkelgusport",2017.0,2017.0,40.0,0.0,0.023228803716608595,0.9313725490196079,0.9416666666666667,1.0,0.5413820284211246
2607,abja gümnaasiumi spordisaal,abja spordi- ja tervisekeskus,"muu hoones asuv spordiobjekt, siseujula, võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.12690243,25.36361378,viljandimaa,84,mulgi,abja-paluoja linn,1060,119,5050,spordisaal,väga hea,"korvpall, käsipall, võrkpall, tennis",2014.0,2012.0,50.0,0.07933333333333334,0.029036004645760744,0.9019607843137255,0.9,1.0,0.5604478786636606
2599,abja spordi- ja tervisekeskuse jõusaal abiruumidega,abja spordi- ja tervisekeskus,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.12626723,25.36371634,viljandimaa,84,mulgi,abja-paluoja linn,1060,10,4867,jõusaal,väga hea,"jõutõstmine, kulturism ja fitness, tõstesport",2016.0,2016.0,10.0,0.006666666666666667,0.005807200929152149,0.9215686274509803,0.9333333333333333,1.0,0.5411138894582224
2601,abja spordi- ja tervisekeskuse staadion,abja spordi- ja tervisekeskus,staadion,kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.126463,25.367131,viljandimaa,84,mulgi,abja-paluoja linn,1060,20,4869,staadion,väga hea,"jalgpall, kergejõustik",2020.0,1968.0,20.0,0.013333333333333334,0.011614401858304297,0.9607843137254902,0.5333333333333333,1.0,0.527325818132131
2598,abja spordi- ja tervisekeskuse võimla,abja spordi- ja tervisekeskus,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.12645996,25.36356212,viljandimaa,84,mulgi,abja-paluoja linn,1060,20,5061,võimla,rahuldav,"korvpall, võrkpall, saalihoki, maadlus",2010.0,1968.0,20.0,0.013333333333333334,0.011614401858304297,0.8627450980392157,0.5333333333333333,0.6,0.35752189656350347
6043,abja-paluoja jõulinnak,abja spordi- ja tervisekeskus,muu vabas õhus asuv spordiobjekt,kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.12716988,25.36699926,viljandimaa,84,mulgi,abja-paluoja linn,1060,0,12244,abja-paluoja jõulinnak,väga hea,"harrastusvõimlemine, kulturism ja fitness",2023.0,2023.0,0.0,0.0,0.0,0.9901960784313726,0.9916666666666667,1.0,0.5486029411764706
2603,abja-paluoja lille tn palli- ja mänguväljakud,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,mittetulundusühing,abja spordiklubi,80193450,58.12497871,25.34816947,viljandimaa,84,mulgi,abja-paluoja linn,1060,0,5237,võrkpalliväljak,väga hea,võrkpall,2021.0,1984.0,5.0,0.0,0.0029036004645760743,0.9705882352941176,0.6666666666666666,1.0,0.5305373368859739
2608,abja-paluoja rannavõrkpalliplats,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,58.131317,25.357819,viljandimaa,84,mulgi,abja-paluoja linn,1060,0,4870,rannavõrkpalliplats,hea,rannavõrkpall,2012.0,2012.0,10.0,0.0,0.005807200929152149,0.8823529411764706,0.9,0.8,0.45352565416410473
3854,abja-paluoja rulapark ja tänavakorvpalliplats,abja spordi- ja tervisekeskus,"muu spordiplats, välispalliväljak",kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.12615,25.365149,viljandimaa,84,mulgi,abja-paluoja linn,1060,0,8421,abja rulapark,hea,"bmx-vabastiil, rulasport, muud rulluisutamise alad",2017.0,2017.0,20.0,0.0,0.011614401858304297,0.9313725490196079,0.9416666666666667,0.8,0.4608013083282094
2606,abja-paluoja valgustatud tervise- ja suusarada,abja spordi- ja tervisekeskus,"muu vabas õhus asuv spordiobjekt, sportliku liikumise püsirada",muu,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,kohaliku omavalitsuse üksus,abja spordi- ja tervisekeskus,75038842,58.126876,25.365618,viljandimaa,84,mulgi,abja-paluoja linn,1060,20,4871,terviserada,väga hea,tervisejooks ja -kõnd,2009.0,2009.0,20.0,0.013333333333333334,0.011614401858304297,0.8529411764705882,0.875,1.0,0.533624837739974
3768,adeli terviseklubi spordisaalid,0,"siseujula, võimla, spordihall, spordisaal",kinnisasi,osaühing,endla 4 re oü,12747033,osaühing,adeli eesti oü,10955607,59.4303746,24.735809,harjumaa,37,tallinn,kesklinna linnaosa,298,64,8269,aeroobikasaal,väga hea,"aeroobika ja rühmatreeningud, harrastusvõimlemine",2016.0,2005.0,0.0,0.042666666666666665,0.0,0.9215686274509803,0.8416666666666667,1.0,0.5470401960784315
3795,adila camp spordiväljakud,0,"muu spordiplats, muu vabas õhus asuv spordiobjekt, tenniseplats, välispalliväljak",hoonestusõigus,osaühing,osaühing adila camp,11050248,osaühing,osaühing adila camp,11050248,59.140358,24.594585,raplamaa,71,kohila,pihali küla,6140,40,11845,rannavõrkpalliplats,väga hea,rannavõrkpall,2022.0,2005.0,50.0,0.02666666666666667,0.029036004645760744,0.9803921568627451,0.8416666666666667,1.0,0.5495743492518959
1384,aeg sk spordisaalid,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,effort capital oü,12188411,mittetulundusühing,spordiklubi aeg,80079205,59.39685405,24.69168583,harjumaa,37,tallinn,mustamäe linnaosa,482,162,7835,spordisaal,rahuldav,"korvpall, võrkpall, sulgpall, saalijalgpall, saalihoki",2007.0,1980.0,15.0,0.108,0.008710801393728223,0.8333333333333334,0.6333333333333333,0.6,0.38783554006968646
4765,aegviidu - jäneda kergliiklustee,0,muu sportimiseks kasutatav objekt,muu,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,59.285548,25.610544,harjumaa,37,anija,aegviidu alev,1086,0,10027,aegviidu - jäneda kergliiklustee,väga hea,"tervisejooks ja -kõnd, kepikõnd",2005.0,2005.0,0.0,0.0,0.0,0.8137254901960784,0.8416666666666667,1.0,0.5234558823529412
4588,aegviidu - kõrvemaa kergliiklustee,0,muu sportimiseks kasutatav objekt,muu,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,59.288892,25.60643,harjumaa,37,anija,aegviidu alev,1086,0,9759,aegviidu - kõrvemaa kergliiklustee,väga hea,"tervisejooks ja -kõnd, kepikõnd",2018.0,2018.0,0.0,0.0,0.0,0.9411764705882353,0.95,1.0,0.5416176470588235
4736,"aegviidu - nelijärve - jäneda terviserada (""presidendi rada"")",0,sportliku liikumise püsirada,muu,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,59.28546909,25.61074905,harjumaa,37,anija,aegviidu alev,1086,0,10026,aegviidu - nelijärve - jäneda terviserada (presidendi rada),väga hea,"tervisejooks ja -kõnd, kepikõnd",2003.0,2003.0,0.0,0.0,0.0,0.7941176470588235,0.825,1.0,0.5206617647058824
3159,aegviidu jõulinnak,aegviidu spordihoone,muu vabas õhus asuv spordiobjekt,kinnisasi,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,kohaliku omavalitsuse üksus,aegviidu kool,75026922,59.288003,25.609455,harjumaa,37,anija,aegviidu alev,1086,0,6865,aegviidu spordiväljak,väga hea,harrastusvõimlemine,2014.0,2014.0,10.0,0.0,0.005807200929152149,0.9019607843137255,0.9166666666666666,1.0,0.5363197718111635
4884,aegviidu kabelimäe discgolfi park,0,muu vabas õhus asuv spordiobjekt,muu,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,sihtasutus,sihtasutus anija valla spordimaailm,90013294,59.289398,25.603323,harjumaa,37,anija,aegviidu alev,1086,0,10283,aegviidu kabelimäe discgolfi park,rahuldav,discgolf,2016.0,2016.0,0.0,0.0,0.0,0.9215686274509803,0.9333333333333333,0.6,0.37882352941176467
348,aegviidu kooli staadioni abihoone,aegviidu spordihoone,spordi abihoone,kinnisasi,kohaliku omavalitsuse üksus,anija vallavalitsus,75018816,kohaliku omavalitsuse üksus,aegviidu kool,75026922,59.287853,25.608412,harjumaa,37,anija,aegviidu alev,1086,0,4039,staadioni abihoone,rahuldav,0,2005.0,2005.0,0.0,0.0,0.0,0.8137254901960784,0.8416666666666667,0.6,0.3634558823529412
4256,aegviidu spordihoone,aegviidu spordihoone,"võimla, spordihall, spordisaal",hoonestusõigus,sihtasutus,sihtasutus anija valla spordimaailm,90013294,sihtasutus,sihtasutus anija valla spordimaailm,90013294,59.287809,25.609645,harjumaa,37,anija,aegviidu alev,1086,46,9084,pallimängude saal,väga hea,"korvpall, võrkpall, tennis, sulgpall, käsipall, aeroobika ja rühmatreeningud",2018.0,2018.0,12.0,0.030666666666666665,0.006968641114982578,0.9411764705882353,0.95,1.0,0.5511660791145727
349,aegviidu spordihoone spordiväljakud,aegviidu spordihoone,"muu spordiplats, välispalliväljak",hoonestusõigus,sihtasutus,sihtasutus anija valla spordimaailm,90013294,sihtasutus,sihtasutus anija valla spordimaailm,90013294,59.28806031,25.60808897,harjumaa,37,anija,aegviidu alev,1086,0,454,jalgpalliväljak,rahuldav,jalgpall,2022.0,1920.0,10.0,0.0,0.005807200929152149,0.9803921568627451,0.13333333333333333,0.6,0.34499624239939874
4524,ahja multifunktsionaalne palliväljak,ahja spordihoone,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,friedebert tuglase nimeline ahja kool,75023024,58.210516,27.068523,põlvamaa,64,põlva,ahja alevik,1116,0,9640,multifunktsionaalne palliväljak,väga hea,"korvpall, võrkpall",2018.0,2018.0,0.0,0.0,0.0,0.9411764705882353,0.95,1.0,0.5416176470588235
92,ahja spordihoone,ahja spordihoone,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,friedebert tuglase nimeline ahja kool,75023024,58.2104755,27.06957455,põlvamaa,64,põlva,ahja alevik,1116,60,1993,jõusaal,hea,"tõstesport, jõutõstmine",2022.0,2005.0,50.0,0.04,0.029036004645760744,0.9803921568627451,0.8416666666666667,0.8,0.47357434925189595
93,ahja staadion,ahja spordihoone,staadion,kinnisasi,kohaliku omavalitsuse üksus,põlva vallavalitsus,75038581,kohaliku omavalitsuse üksus,friedebert tuglase nimeline ahja kool,75023024,58.209849,27.069572,põlvamaa,64,põlva,ahja alevik,1116,0,2191,staadion ,rahuldav,"jalgpall, kergejõustik",2020.0,1978.0,50.0,0.0,0.029036004645760744,0.9607843137254902,0.6166666666666667,0.6,0.3683635649381704
1027,ahula rahvamaja spordisaalid,0,"võimla, spordihall, spordisaal",kinnisasi,kohaliku omavalitsuse üksus,järva vallavalitsus,77000335,kohaliku omavalitsuse üksus,põhja-järva kultuurikeskus,75025615,59.11372963,25.72931036,järvamaa,52,järva,ahula küla,1122,16,1906,jõusaal,mitterahuldav,"jõutõstmine, kulturism ja fitness",2017.0,1972.0,20.0,0.010666666666666666,0.011614401858304297,0.9313725490196079,0.5666666666666667,0.4,0.2852513083282094
1026,ahula terviserada,0,sportliku liikumise püsirada,muu,kohaliku omavalitsuse üksus,järva vallavalitsus,77000335,mittetulundusühing,albu valla külade selts,80225888,59.11019713,25.73496524,järvamaa,52,järva,ahula küla,1122,0,1910,terviserada,mitterahuldav,"tervisejooks ja -kõnd, kepikõnd",2008.0,2008.0,6.0,0.0,0.003484320557491289,0.8431372549019608,0.8666666666666667,0.4,0.287821274851404
1847,aidu jalgpalliväljak,0,välispalliväljak,kinnisasi,kohaliku omavalitsuse üksus,põltsamaa vallavalitsus,77000358,kohaliku omavalitsuse üksus,põltsamaa ühisgümnaasium,75003128,58.7322272,26.21268663,jõgevamaa,50,põltsamaa,vägari küla,9612,0,3933,jalgpalliväljak,rahuldav,jalgpall,2002.0,2002.0,20.0,0.0,0.011614401858304297,0.7843137254901961,0.8166666666666667,0.6,0.35984542597526814
3598,aidu küla pallimänguväljak,0,välispalliväljak,kinnisasi,mittetulundusühing,mittetulundusühing aidu,80258020,mittetulundusühing,mittetulundusühing aidu,80258020,58.730995,26.200504,jõgevamaa,50,põltsamaa,aidu küla,1137,0,7922,multifunktsionaalne aidu palliväljak,hea,"korvpall, võrkpall",2002.0,2002.0,10.0,0.0,0.005807200929152149,0.7843137254901961,0.8166666666666667,0.8,0.4395550659288106
4646,aidu veespordikeskuse sõudekanal,0,muu vabas õhus asuv spordiobjekt,kinnisasi,sihtasutus,sihtasutus aidu veespordikeskus,90010388,sihtasutus,sihtasutus aidu veespordikeskus,90010388,59.309313,27.055887,ida-virumaa,45,lüganuse,aidu küla,1132,40,9944,aidu veespordikeskuse sõudekanal,rahuldav,"aerutamine, sõudmine",2016.0,2016.0,200.0,0.02666666666666667,0.11614401858304298,0.9215686274509803,0.9333333333333333,0.6,0.3926307303409169
2666,ainja krossirada,0,"tehnikaspordi püsirada, v.a veemotorada",kinnisasi,kohaliku omavalitsuse üksus,mulgi vallavalitsus,77000453,mittetulundusühing,mittetulundusühing karksi tehnikaspordiklubi,80194001,58.0878013,25.59819624,viljandimaa,84,mulgi,ainja küla,1149,0,5056,ainja krossirada,hea,motokross,2011.0,1987.0,0.0,0.0,0.0,0.8725490196078431,0.6916666666666667,0.8,0.4418382352941177
3564,airok tennisekeskuse tennisehall,airok tennisekeskus,"võimla, spordihall, spordisaal",hoonestusõigus,osaühing,tennisekeskus oü,11540030,mittetulundusühing,tabasalu tenniseklubi mtü,80385066,59.4288876,24.5321716,harjumaa,37,harku,tabasalu alevik,8009,61,7856,tennisehall,väga hea,tennis,2015.0,2015.0,100.0,0.04066666666666666,0.05807200929152149,0.9117647058823529,0.925,1.0,0.5525300710528114
3563,airok tennisekeskuse tenniseväljakud,airok tennisekeskus,tenniseplats,hoonestusõigus,osaühing,tennisekeskus oü,11540030,mittetulundusühing,tabasalu tenniseklubi mtü,80385066,59.429217,24.534273,harjumaa,37,harku,tabasalu alevik,8009,0,7852,airok tennisekeskuse tenniseväljakud,väga hea,tennis,2016.0,2016.0,0.0,0.0,0.0,0.9215686274509803,0.9333333333333333,1.0,0.5388235294117647
5602,ak gym võitluskunstisaal,0,"võimla, spordihall, spordisaal",kinnisasi,osaühing,osaühing ida-velga,10182195,mittetulundusühing,mtü ak gym,80319514,59.44070398,24.84329358,harjumaa,37,tallinn,lasnamäe linnaosa,387,30,11564,ak gym võitluskunstisaal,väga hea,muay thai,2020.0,2020.0,2.0,0.02,0.0011614401858304297,0.9607843137254902,0.9666666666666667,1.0,0.5504698367151739
1140,aktiiv sport spordisaalid,0,"siseujula, võimla, spordihall, spordisaal",kinnisasi,osaühing,osaühing estimo arendus,11179551,osaühing,osaühing aktiiv sport,16611473,58.37860119,26.75330962,tartumaa,79,tartu linn,tartu linn,8151,258,871,siseujumisbassein,väga hea,"ujumine, vesiaeroobika",2008.0,2008.0,40.0,0.172,0.023228803716608595,0.8431372549019608,0.8666666666666667,1.0,0.5804084990093599
