rajatisid,rajatisnimi,kompleks,liik,omandiliik,ehstaatus,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad
5221,24-7 fitness Pärnu,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OÜ Triple Invest,10250206,Osaühing,24-7FITNESSKLUBI OÜ,14045006,58.38745996,24.50445898,Pärnumaa,68,Pärnu,Pärnu linn,6619,235,10849,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
5585,24-7fitness Avala,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Aktsiaselts,Aktsiaselts Kaamos Kinnisvara,10886401,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.41852012,24.75666923,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,185,11527,Aeroobikasaal,Väga hea,"aeroobika ja rühmatreeningud, harrastusvõimlemine"
4910,24-7fitness Kuressaare,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OÜ TULIK INVEST,11449200,Osaühing,24-7FITNESSKLUBI OÜ,14045006,58.24688992,22.45862315,Saaremaa,74,Saaremaa,Kuressaare linn,3655,128,10320,24-7fitness Kuressaare jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
4890,24-7fitness Laki,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Laki põik 4 OÜ,12943304,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.41122482,24.67172121,Harjumaa,37,Tallinn,Mustamäe linnaosa,482,200,10315,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
6072,24-7fitness Luige,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Luige Ärikeskus OÜ,16335062,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.3253007,24.76668299,Harjumaa,37,Kiili,Luige alevik,4549,148,12348,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
4892,24-7fitness Mustamäe tee,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Aktsiaselts,Aktsiaselts Eesti Talleks,10280727,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.428458,24.702018,Harjumaa,37,Tallinn,Kristiine linnaosa,339,220,10288,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport, aeroobika ja rühmatreeningud"
6071,24-7fitness Paepargi,,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Osaühing,OÜ Paepargi 11,12293119,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.42998698,24.80091968,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,148,12347,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
4894,24-7fitness Peetri,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Peetri Kogukonnakeskus OÜ,16272730,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.39766342,24.8054392,Harjumaa,37,Rae,Peetri alevik,6086,186,10308,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
4895,24-7fitness Priisle,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Priisle Äripark OÜ,16063126,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.450887,24.89395775,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,190,10307,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport, aeroobika ja rühmatreeningud"
4896,24-7fitness Rakvere,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OÜ Kroonikeskus,10691092,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.34873146,26.36402502,Lääne-Virumaa,60,Rakvere linn,,,126,10306,24-7fitness Rakvere jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
6074,24-7fitness Tabasalu,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Tabasalu Keskus OÜ,14377122,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.42898528,24.5499587,Harjumaa,37,Harku,Tabasalu alevik,8009,178,12350,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
6075,24-7fitness Tartu Sepa Keskus,Tartu Sepa Keskus,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,osaühing SEPA KESKUS,10240627,Osaühing,24-7FITNESSKLUBI OÜ,14045006,58.34925782,26.73920864,Tartumaa,79,Tartu linn,Tartu linn,8151,158,12352,24-7fitness Tartu Sepa Keskus,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
6076,24-7fitness Tartu Sõbrakeskus,Tartu Sõbrakeskus,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OÜ Kroonikeskus,10691092,Osaühing,24-7FITNESSKLUBI OÜ,14045006,58.36525162,26.71938535,Tartumaa,79,Tartu linn,Tartu linn,8151,178,12353,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
4893,24-7fitness Tõnismägi,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Redmont Invest OÜ,11020684,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.42924511,24.74254751,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,196,10309,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
5318,24-7fitness Tähesaju,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OÜ INF Communications,14469060,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.44339142,24.85574582,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,244,11023,Aeroobikasaal,Väga hea,"aeroobika ja rühmatreeningud, harrastusvõimlemine"
4891,24-7fitness Vabaduse pst,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Manta Maja Arendus OÜ,14426197,Osaühing,24-7FITNESSKLUBI OÜ,14045006,59.36485141,24.63511611,Harjumaa,37,Tallinn,Nõmme linnaosa,524,126,10305,24-7fitness Vabaduse pst jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
3145,A. Le Coq Arena I ja II muruväljak,Lilleküla Jalgpallistaadion,Välispalliväljak,Hoonestusõigus,Spordialases kasutuses,Aktsiaselts,AS Lilleküla Jalgpallistaadion,10864457,Mittetulundusühing,EESTI JALGPALLI LIIT,80091598,59.419445,24.733486,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,284,6813,A. Le Coq Arena I ja II muruväljak,Väga hea,jalgpall
4752,A. Le Coq Arena jõulinnak,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Tallinna Kesklinna Valitsus,75014221,Kohaliku omavalitsuse üksus,Tallinna Kesklinna Valitsus,75014221,59.42225436,24.73015423,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,0,10014,A. Le Coq Arena jõulinnak,Väga hea,"harrastusvõimlemine, Kulturism ja fitness"
3152,A. Le Coq Arena miniväljak,Lilleküla Jalgpallistaadion,Välispalliväljak,Hoonestusõigus,Spordialases kasutuses,Aktsiaselts,AS Lilleküla Jalgpallistaadion,10864457,Mittetulundusühing,EESTI JALGPALLI LIIT,80091598,59.421522,24.733744,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,138,6838,A. Le Coq Arena miniväljak,Hea,"jalgpall, Korvpall"
3144,A. Le Coq Arena staadion ja tribüünihoone,Lilleküla Jalgpallistaadion,"Spordi abihoone, Staadion",Hoonestusõigus,Spordialases kasutuses,Aktsiaselts,AS Lilleküla Jalgpallistaadion,10864457,Mittetulundusühing,EESTI JALGPALLI LIIT,80091598,59.421321,24.732113,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,138,6812,A. Le Coq Arena tribüünihoone,Hea,
1195,A. Le Coq Sport Spordimaja,A. Le Coq Sport Spordimaja,"Muu hoones asuv spordiobjekt, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Tartu Linnavalitsus,75006546,Kohaliku omavalitsuse üksus,Tartu Sport,77001004,58.37135923,26.75202515,Tartumaa,79,Tartu linn,Tartu linn,8151,600,796,Pallimängude saal,Väga hea,"Sulgpall, Korvpall, Võrkpall, Ilu- ja rühmvõimlemine"
4749,A. Le Coq Sport Spordimaja jõulinnak,A. Le Coq Sport Spordimaja,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Tartu Linnavalitsus,75006546,Kohaliku omavalitsuse üksus,Tartu Sport,77001004,58.37113545,26.75174925,Tartumaa,79,Tartu linn,Tartu linn,8151,0,10002,A. Le Coq Sport Spordimaja jõulinnak,Väga hea,harrastusvõimlemine
3401,Aakre spordiväljak,,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Elva Vallavalitsus,77000170,Kohaliku omavalitsuse üksus,Rõngu Lasteaed Pihlakobar,75007706,58.098181,26.202103,Tartumaa,79,Elva,Aakre küla,1018,0,7532,Korvpalliplats,Rahuldav,Korvpall
1898,Aardla rannavõrkpalliväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Kastre Vallavalitsus,77000370,Kohaliku omavalitsuse üksus,Kastre Vallavalitsus,77000370,58.312784,26.772126,Tartumaa,79,Kastre,Aardla küla,1024,0,3597,Aardla rannavõrkpalliväljak,Rahuldav,rannavõrkpall
4675,Aarniku orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,58.185798,27.147689,Põlvamaa,64,,,,,9898,Aarniku orienteerumiskaart,,Orienteerumine
3380,Aaspere multifunktsionaalne palliväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Haljala Vallavalitsus,75013144,Mittetulundusühing,Mittetulundusühing Aaspere Külakoda,80197761,59.440183,26.133546,Lääne-Virumaa,60,Haljala,Aaspere küla,1032,0,7406,Aaspere multifunktsionaalne palliväljak,Hea,"Korvpall, võrkpall"
4533,Abi motokrossi- ja mootorsaanirada,,"Tehnikaspordi püsirada, v.a veemotorada",Kinnisasi,Spordialases kasutuses,Füüsiline isik,Triinu Raudsepp,48711056513,Mittetulundusühing,Motoklubi Sinilind,80078298 ,57.720806,27.074801,Võrumaa,87,Rõuge,Trolla küla,8351,0,9654,Abi motokrossi- ja mootorsaanirada,Väga hea,"motokross, mootorkelgusport"
2607,Abja Gümnaasiumi spordisaal,Abja Spordi- ja Tervisekeskus,"Muu hoones asuv spordiobjekt, Siseujula, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.12690243,25.36361378,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,119,5050,Spordisaal,Väga hea,"Korvpall, Käsipall, võrkpall, Tennis"
2599,Abja Spordi- ja Tervisekeskuse jõusaal abiruumidega,Abja Spordi- ja Tervisekeskus,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.12626723,25.36371634,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,10,4867,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness, Tõstesport"
2601,Abja Spordi- ja Tervisekeskuse staadion,Abja Spordi- ja Tervisekeskus,Staadion,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.126463,25.367131,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,20,4869,Staadion,Väga hea,"jalgpall, Kergejõustik"
2598,Abja Spordi- ja Tervisekeskuse võimla,Abja Spordi- ja Tervisekeskus,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.12645996,25.36356212,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,20,5061,Võimla,Rahuldav,"Korvpall, võrkpall, Saalihoki, Maadlus"
6043,Abja-Paluoja jõulinnak,Abja Spordi- ja Tervisekeskus,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.12716988,25.36699926,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,0,12244,Abja-Paluoja jõulinnak,Väga hea,"harrastusvõimlemine, Kulturism ja fitness"
2603,Abja-Paluoja Lille tn palli- ja mänguväljakud,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Mittetulundusühing,Abja Spordiklubi,80193450,58.12497871,25.34816947,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,0,5237,Võrkpalliväljak,Väga hea,võrkpall
4358,Abja-Paluoja orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,58.1281,25.3695,Viljandimaa,84,,,,,9293,Abja-Paluoja orienteerumiskaart,,Orienteerumine
2608,Abja-Paluoja rannavõrkpalliplats,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,58.131317,25.357819,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,0,4870,Rannavõrkpalliplats,Hea,rannavõrkpall
3854,Abja-Paluoja rulapark ja tänavakorvpalliplats,Abja Spordi- ja Tervisekeskus,"Muu spordiplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.12615,25.365149,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,0,8421,Abja rulapark,Hea,"BMX-vabastiil, Rulasport, muud rulluisutamise alad"
2606,Abja-Paluoja valgustatud tervise- ja suusarada,Abja Spordi- ja Tervisekeskus,"Muu vabas õhus asuv spordiobjekt, Sportliku liikumise püsirada",Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Kohaliku omavalitsuse üksus,Abja Spordi- ja Tervisekeskus,75038842,58.126876,25.365618,Viljandimaa,84,Mulgi,Abja-Paluoja linn,1060,20,4871,Terviserada,Väga hea,Tervisejooks ja -kõnd
3768,Adeli Terviseklubi spordisaalid,,"Siseujula, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Endla 4 RE OÜ,12747033,Osaühing,Adeli Eesti OÜ,10955607,59.4303746,24.735809,Harjumaa,37,Tallinn,Kesklinna linnaosa,298,64,8269,Aeroobikasaal,Väga hea,"aeroobika ja rühmatreeningud, harrastusvõimlemine"
3795,Adila Camp spordiväljakud,,"Muu spordiplats, Muu vabas õhus asuv spordiobjekt, Tenniseplats, Välispalliväljak",Hoonestusõigus,Spordialases kasutuses,Osaühing,Osaühing Adila Camp,11050248,Osaühing,Osaühing Adila Camp,11050248,59.140358,24.594585,Raplamaa,71,Kohila,Pihali küla,6140,40,11845,Rannavõrkpalliplats,Väga hea,rannavõrkpall
1384,Aeg SK spordisaalid,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Effort Capital OÜ,12188411,Mittetulundusühing,Spordiklubi Aeg,80079205,59.39685405,24.69168583,Harjumaa,37,Tallinn,Mustamäe linnaosa,482,162,7835,Spordisaal,Rahuldav,"Korvpall, võrkpall, Sulgpall, saalijalgpall, Saalihoki"
4765,Aegviidu - Jäneda kergliiklustee,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,59.285548,25.610544,Harjumaa,37,Anija,Aegviidu alev,1086,0,10027,Aegviidu - Jäneda kergliiklustee,Väga hea,"Tervisejooks ja -kõnd, Kepikõnd"
4588,Aegviidu - Kõrvemaa kergliiklustee,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,59.288892,25.60643,Harjumaa,37,Anija,Aegviidu alev,1086,0,9759,Aegviidu - Kõrvemaa kergliiklustee,Väga hea,"Tervisejooks ja -kõnd, Kepikõnd"
4736,"Aegviidu - Nelijärve - Jäneda terviserada (""Presidendi rada"")",,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,59.28546909,25.61074905,Harjumaa,37,Anija,Aegviidu alev,1086,0,10026,Aegviidu - Nelijärve - Jäneda terviserada (Presidendi rada),Väga hea,"Tervisejooks ja -kõnd, Kepikõnd"
3159,Aegviidu jõulinnak,Aegviidu Spordihoone,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,Kohaliku omavalitsuse üksus,Aegviidu Kool,75026922,59.288003,25.609455,Harjumaa,37,Anija,Aegviidu alev,1086,0,6865,Aegviidu spordiväljak,Väga hea,harrastusvõimlemine
4884,Aegviidu Kabelimäe discgolfi park,,Muu vabas õhus asuv spordiobjekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,Sihtasutus,Sihtasutus Anija Valla Spordimaailm,90013294,59.289398,25.603323,Harjumaa,37,Anija,Aegviidu alev,1086,0,10283,Aegviidu Kabelimäe discgolfi park,Rahuldav,discgolf
348,Aegviidu Kooli staadioni abihoone,Aegviidu Spordihoone,Spordi abihoone,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Anija Vallavalitsus,75018816,Kohaliku omavalitsuse üksus,Aegviidu Kool,75026922,59.287853,25.608412,Harjumaa,37,Anija,Aegviidu alev,1086,0,4039,Staadioni abihoone,Rahuldav,
4256,Aegviidu Spordihoone,Aegviidu Spordihoone,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Sihtasutus,Sihtasutus Anija Valla Spordimaailm,90013294,Sihtasutus,Sihtasutus Anija Valla Spordimaailm,90013294,59.287809,25.609645,Harjumaa,37,Anija,Aegviidu alev,1086,46,9084,Pallimängude saal,Väga hea,"Korvpall, võrkpall, Tennis, Sulgpall, Käsipall, aeroobika ja rühmatreeningud"
349,Aegviidu Spordihoone spordiväljakud,Aegviidu Spordihoone,"Muu spordiplats, Välispalliväljak",Hoonestusõigus,Spordialases kasutuses,Sihtasutus,Sihtasutus Anija Valla Spordimaailm,90013294,Sihtasutus,Sihtasutus Anija Valla Spordimaailm,90013294,59.28806031,25.60808897,Harjumaa,37,Anija,Aegviidu alev,1086,0,454,Jalgpalliväljak,Rahuldav,Jalgpall
5928,Age oru hoiuala orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,58.30767562,26.84541786,Tartumaa,79,,,,,12066,Age oru hoiuala orienteerumiskaart,,Orienteerumine
5678,Ahja aleviku orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,58.218,27.0676,Põlvamaa,64,,,,,11640,Ahja aleviku orienteerumiskaart,,Orienteerumine
4524,Ahja multifunktsionaalne palliväljak,Ahja Spordihoone,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põlva Vallavalitsus,75038581,Kohaliku omavalitsuse üksus,Friedebert Tuglase nimeline Ahja Kool,75023024,58.210516,27.068523,Põlvamaa,64,Põlva,Ahja alevik,1116,0,9640,Multifunktsionaalne palliväljak,Väga hea,"Korvpall, võrkpall"
92,Ahja Spordihoone,Ahja Spordihoone,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põlva Vallavalitsus,75038581,Kohaliku omavalitsuse üksus,Friedebert Tuglase nimeline Ahja Kool,75023024,58.2104755,27.06957455,Põlvamaa,64,Põlva,Ahja alevik,1116,60,1993,Jõusaal,Hea,"Tõstesport, Jõutõstmine"
93,Ahja staadion,Ahja Spordihoone,Staadion,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põlva Vallavalitsus,75038581,Kohaliku omavalitsuse üksus,Friedebert Tuglase nimeline Ahja Kool,75023024,58.209849,27.069572,Põlvamaa,64,Põlva,Ahja alevik,1116,0,2191,Staadion ,Rahuldav,"Jalgpall, Kergejõustik"
1027,Ahula rahvamaja spordisaalid,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Järva Vallavalitsus,77000335,Kohaliku omavalitsuse üksus,Põhja-Järva Kultuurikeskus,75025615,59.11372963,25.72931036,Järvamaa,52,Järva,Ahula küla,1122,16,1906,Jõusaal,Mitterahuldav,"Jõutõstmine, Kulturism ja fitness"
1026,Ahula terviserada,,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Järva Vallavalitsus,77000335,Mittetulundusühing,Albu valla külade selts,80225888,59.11019713,25.73496524,Järvamaa,52,Järva,Ahula küla,1122,0,1910,Terviserada,Mitterahuldav,"Tervisejooks ja -kõnd, Kepikõnd"
1847,Aidu jalgpalliväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põltsamaa Vallavalitsus,77000358,Kohaliku omavalitsuse üksus,Põltsamaa Ühisgümnaasium,75003128,58.7322272,26.21268663,Jõgevamaa,50,Põltsamaa,Vägari küla,9612,0,3933,Jalgpalliväljak,Rahuldav,jalgpall
3598,Aidu küla pallimänguväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Mittetulundusühing,mittetulundusühing Aidu,80258020,Mittetulundusühing,mittetulundusühing Aidu,80258020,58.730995,26.200504,Jõgevamaa,50,Põltsamaa,Aidu küla,1137,0,7922,Multifunktsionaalne Aidu palliväljak,Hea,"Korvpall, võrkpall"
4374,Aidu orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.3321,27.1146,Ida-Virumaa,45,,,,,9309,Aidu orienteerumiskaart,,Orienteerumine
4646,Aidu Veespordikeskuse Sõudekanal,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Sihtasutus,Sihtasutus Aidu Veespordikeskus,90010388,Sihtasutus,Sihtasutus Aidu Veespordikeskus,90010388,59.309313,27.055887,Ida-Virumaa,45,Lüganuse,Aidu küla,1132,40,9944,Aidu Veespordikeskuse Sõudekanal,Rahuldav,"aerutamine, Sõudmine"
4711,Aidu-Liiva orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,59.32527,27.080129,Ida-Virumaa,45,,,,,9934,Aidu-Liiva orienteerumiskaart,,Orienteerumine
2666,Ainja krossirada,,"Tehnikaspordi püsirada, v.a veemotorada",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Mulgi Vallavalitsus,77000453,Mittetulundusühing,mittetulundusühing Karksi Tehnikaspordiklubi,80194001,58.0878013,25.59819624,Viljandimaa,84,Mulgi,Ainja küla,1149,0,5056,Ainja krossirada,Hea,motokross
3564,Airok Tennisekeskuse tennisehall,Airok Tennisekeskus,"Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Osaühing,Tennisekeskus OÜ,11540030,Mittetulundusühing,Tabasalu Tenniseklubi MTÜ,80385066,59.4288876,24.5321716,Harjumaa,37,Harku,Tabasalu alevik,8009,61,7856,Tennisehall,Väga hea,Tennis
3563,Airok Tennisekeskuse tenniseväljakud,Airok Tennisekeskus,Tenniseplats,Hoonestusõigus,Spordialases kasutuses,Osaühing,Tennisekeskus OÜ,11540030,Mittetulundusühing,Tabasalu Tenniseklubi MTÜ,80385066,59.429217,24.534273,Harjumaa,37,Harku,Tabasalu alevik,8009,0,7852,Airok Tennisekeskuse tenniseväljakud,Väga hea,Tennis
5602,Ak Gym võitluskunstisaal,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Osaühing IDA-VELGA,10182195,Mittetulundusühing,MTÜ AK Gym,80319514,59.44070398,24.84329358,Harjumaa,37,Tallinn,Lasnamäe linnaosa,387,30,11564,Ak Gym võitluskunstisaal,Väga hea,Muay thai
1140,Aktiiv Sport spordisaalid,,"Siseujula, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,OSAÜHING ESTIMO ARENDUS,11179551,Osaühing,OSAÜHING AKTIIV SPORT,16611473,58.37860119,26.75330962,Tartumaa,79,Tartu linn,Tartu linn,8151,258,871,Siseujumisbassein,Väga hea,"Ujumine, Vesiaeroobika"
4558,Ala discgolfi park,Tõrva Kool,Muu vabas õhus asuv spordiobjekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Tõrva Vallavalitsus,77000418,Kohaliku omavalitsuse üksus,Tõrva Vallavalitsus,77000418,58.01297,25.692593,Valgamaa,81,Tõrva,Ala küla,1160,0,9682,Ala discgolfi park,Hea,discgolf
5482,Alajõe jõulinnak,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Alutaguse Vallavalitsus,77000281,Kohaliku omavalitsuse üksus,Alutaguse Vallavalitsus,77000281,59.01193748,27.42465131,Ida-Virumaa,45,Alutaguse,Alajõe küla,1165,0,11283,Alajõe jõulinnak,Väga hea,"harrastusvõimlemine, Kulturism ja fitness"
4642,Alatskivi discgolfi park,,Muu vabas õhus asuv spordiobjekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Peipsiääre Vallavalitsus,77000192,Sihtasutus,Sihtasutus Alatskivi Loss,90007595,58.603585,27.130136,Tartumaa,79,Peipsiääre,Alatskivi alevik,1181,0,9863,Alatskivi discgolfi park,Hea,discgolf
1427,Alatskivi kooli aula-võimla,Alatskivi Kool,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Peipsiääre Vallavalitsus,77000192,Kohaliku omavalitsuse üksus,Juhan Liivi nim Alatskivi Kool,75006243,58.599531,27.13575218,Tartumaa,79,Peipsiääre,Alatskivi alevik,1181,30,3975,Alatskivi Kooli aula-võimla,Väga hea,"Korvpall, võrkpall, Indiaca, Sulgpall, Käsipall"
