rajatisid,rajatisnimi,kompleks,liik,omandiliik,ehstaatus,om_oigvorm_id,omaniknimi,omanikregkood,va_oigvorm_id,valdajanimi,valdajaregkood,kaart_laius,kaart_pikkus,maakond,maakond_kood,kov,asustusyksus,asustusyksus_kood,riietusruumidemahutavus,objektid,objektnimi,tehnseisukord,spordialad
276,Püünsi Kooli spordisaal,Püünsi Kool,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Püünsi Kool,75021333,59.546366,24.805681,Harjumaa,37,Viimsi,Püünsi küla,6672,30,1227,Spordisaal,Hea,"Korvpall, võrkpall, Tennis"
5500,Püünsi Kooli spordiväljak,Püünsi Kool,"Muu spordiplats, Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,59.54745891,24.80859626,Harjumaa,37,Viimsi,Püünsi küla,6672,0,11303,Püünsi Kooli jalgpalliväljak,Hea,jalgpall
261,Püünsi Kooli tenniseväljakute plats,Püünsi Kool,Tenniseplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,59.546053,24.805015,Harjumaa,37,Viimsi,Püünsi küla,6672,0,1234,Tenniseväljak-1,Hea,Tennis
110,Püünsi palliväljakud ja jõulinnak,,"Muu vabas õhus asuv spordiobjekt, Tenniseplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,59.55406389,24.80461389,Harjumaa,37,Viimsi,Püünsi küla,6672,0,1238,Püünsi jalgpalliväljak,Hea,Jalgpall
5715,Püünsi Pikaneeme jõulinnak,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,59.54900829,24.79430582,Harjumaa,37,Viimsi,Püünsi küla,6672,0,11689,Püünsi Pikaneeme jõulinnak,Väga hea,"harrastusvõimlemine, Kulturism ja fitness"
5003,Pähni-Krabi orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,57.61856,26.810688,Võrumaa,87,,,,,10493,Pähni-Krabi orienteerumiskaart,,Orienteerumine
4990,Päidlapalu orienteerumiskaart,,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,,,,,,,58.119781,26.422017,Valgamaa,81,,,,,10480,Päidlapalu orienteerumiskaart,,Orienteerumine
381,Päinurme küla jalgpalliväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Järva Vallavalitsus,77000335,Mittetulundusühing,Päinurme Külaselts,80140175,58.808999,25.94106,Järvamaa,52,Järva,Päinurme küla,6580,3,485,Jalgpalliväljak,Rahuldav,Jalgpall
5786,Päri rannavolleväljak,Päri spordihoone,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viljandi Vallavalitsus,75038606,Kohaliku omavalitsuse üksus,Viljandi Vallavalitsus,75038606,58.33942985,25.49970681,Viljandimaa,84,Viljandi vald,Päri küla,6601,0,11829,Päri rannavolleväljak,Hea,rannavõrkpall
2745,Päri spordihoone,Päri spordihoone,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viljandi Vallavalitsus,75038606,Kohaliku omavalitsuse üksus,Viljandi Vallavalitsus,75038606,58.339293,25.499911,Viljandimaa,84,Viljandi vald,Päri küla,6601,80,5632,Pallimängude saal,Hea,"aeroobika ja rühmatreeningud, Kergejõustik, Korvpall, Käsipall, Lauatennis, Saalihoki, saalijalgpall, Sulgpall, Tennis, võrkpall"
2748,Päri tervise- ja suusarajad,Päri spordihoone,Sportliku liikumise püsirada,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viljandi Vallavalitsus,75038606,Kohaliku omavalitsuse üksus,Viljandi Vallavalitsus,75038606,58.336489,25.502894,Viljandimaa,84,Viljandi vald,Päri küla,6601,80,5630,Päri suusarajad,Hea,murdmaasuusatamine
5575,Pärna talu maneež,Pärna talu,Maneež,Hoonestusõigus,Spordialases kasutuses,Osaühing,Kruusaaugu Pärna talu OÜ,16717830,Osaühing,Kruusaaugu Pärna talu OÜ,16717830,58.47247335,26.60160409,Tartumaa,79,Tartu vald,Lammiku küla,4094,0,11514,Pärna talu maneež,Rahuldav,"takistussõit, koolisõit"
5570,Pärna talu ratsaspordiväljak,Pärna talu,Ratsaspordi rajatis,Hoonestusõigus,Spordialases kasutuses,Osaühing,Kruusaaugu Pärna talu OÜ,16717830,Osaühing,Kruusaaugu Pärna talu OÜ,16717830,58.47180328,26.60171608,Tartumaa,79,Tartu vald,Lammiku küla,4094,20,11509,Pärna talu ratsaspordiväljak,Rahuldav,"koolisõit, takistussõit"
108,Pärnamäe Soosepa tee 3x3 korvpalliväljak,Pärnamäe küla spordiväljakud,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,59.500605,24.857313,Harjumaa,37,Viimsi,Pärnamäe küla,6613,0,1266,Pärnamäe Soosepa tee 3x3 korvpalliväljak,Hea,Korvpall
5535,Pärnamäe Soosepa tee jõulinnak,Pärnamäe küla spordiväljakud,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,Kohaliku omavalitsuse üksus,Viimsi Vallavalitsus,75021250,59.50070854,24.85737114,Harjumaa,37,Viimsi,Pärnamäe küla,6613,0,11432,Pärnamäe Soosepa tee jõulinnak,Hea,"harrastusvõimlemine, Kulturism ja fitness"
1731,Pärnjõe Kooli saal,Pärnjõe Kool,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põhja-Pärnumaa Vallavalitsus,77000234,Kohaliku omavalitsuse üksus,Pärnjõe Kool,75010984,58.629319,24.924427,Pärnumaa,68,Põhja-Pärnumaa,Pärnjõe küla,6616,40,4105,Aula-võimla,Rahuldav,"võrkpall, akrobaatiline võimlemine, Korvpall, Saalihoki, Kergejõustik"
1732,Pärnjõe Kooli spordiväljak,Pärnjõe Kool,"Staadion, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Põhja-Pärnumaa Vallavalitsus,77000234,Kohaliku omavalitsuse üksus,Pärnjõe Kool,75010984,58.628649,24.924803,Pärnumaa,68,Põhja-Pärnumaa,Pärnjõe küla,6616,0,4106,Staadion,Rahuldav,"jalgpall, Kergejõustik"
4496,Pärnu Bay Golf Links,,Golfiväljak või golfi harjutusväljak,Hoonestusõigus,Spordialases kasutuses,Osaühing,osaühing Golfer,10021233,Osaühing,osaühing Golfer,10021233,58.331308,24.582076,Pärnumaa,68,Häädemeeste,Reiu küla,6925,150,,,,
3868,Pärnu Beach Arena,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Osaühing,Pärnu Beach Arena OÜ,16452543,58.375584,24.492827,Pärnumaa,68,Pärnu,Pärnu linn,6619,8,11883,Rannavõrkpalliplats 2,Hea,rannavõrkpall
5484,Pärnu Hirve tn spordi- ja mänguväljak,,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,58.35017144,24.5740375,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,11286,Korvpalliplats,Väga hea,Korvpall
1619,Pärnu Jahtklubi ja Purjespordikool,,"Muu sportimiseks kasutatav objekt, Spordi abihoone, Spordi abirajatis, Võimla, spordihall, spordisaal",Hoonestusõigus,Spordialases kasutuses,Mittetulundusühing,Pärnu Jahtklubi,80058516,Mittetulundusühing,Pärnu Jahtklubi,80058516,58.386233,24.48918,Pärnumaa,68,Pärnu,Pärnu linn,6619,60,2253,Jõusaal ja treeningsaal,Väga hea,"jõutõstmine, Tõstesport, aeroobika ja rühmatreeningud"
5865,Pärnu jalgpallihall,,"Muu hoones asuv spordiobjekt, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.40378051,24.48843167,Pärnumaa,68,Pärnu,Pärnu linn,6619,240,12000,Jalgpallihall,Hea,"jalgpall, discgolf"
4973,Pärnu jõe paremkalda tervisespordirada ehk Jaansoni rada,Jaansoni rada,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,58.37906429,24.55341209,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10466,Pärnu jõe paremkalda tervisespordirada ehk Jaansoni rada,Väga hea,Tervisejooks ja -kõnd
4972,Pärnu jõe vasakkalda tervisespordirada ehk Jaansoni rada,Jaansoni rada,Muu sportimiseks kasutatav objekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,58.38798185,24.49666321,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10465,Pärnu jõe vasakkalda tervisespordirada ehk Jaansoni rada,Väga hea,Tervisejooks ja -kõnd
4408,Pärnu Jõekääru discgolfi park,,Muu vabas õhus asuv spordiobjekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,Discgolfiklubi Hole-in-One,80317294,58.37670717,24.5559012,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,9355,Pärnu Jõekääru discgolfi park,Väga hea,discgolf
2887,Pärnu kergejõustikuhall,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.38170301,24.51572269,Pärnumaa,68,Pärnu,Pärnu linn,6619,180,,,,
6012,Pärnu Kesk tn 22a spordiväljak,,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,58.38969128,24.46674757,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,12175,Rannavõrkpalli- ja rannatenniseväljak 1,Väga hea,rannavõrkpall
2576,Pärnu Kesklinna Koolide Võimla,Pärnu Kesklinna Koolide Võimla,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Kuninga Tänava Põhikool,75000259,58.38339532,24.50566106,Pärnumaa,68,Pärnu,Pärnu linn,6619,240,4864,Võimla,Hea,"Korvpall, võrkpall, akrobaatiline võimlemine"
1824,Pärnu Kesklinna Tenniseklubi tennisehall,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,Pärnu Kesklinna Tenniseklubi,80002757,58.39421238,24.46857081,Pärnumaa,68,Pärnu,Pärnu linn,6619,30,2040,Tennisehall ,Hea,"Sulgpall, Tennis"
1779,Pärnu Kesklinna Tennisekompleks,,Tenniseplats,Kinnisasi,Spordialases kasutuses,Mittetulundusühing,Pärnu Kesklinna Tenniseklubi,80002757,Mittetulundusühing,Pärnu Kesklinna Tenniseklubi,80002757,58.381799,24.500842,Pärnumaa,68,Pärnu,Pärnu linn,6619,20,6825,Väljakud 1-2,Väga hea,Tennis
2437,Pärnu Koidula Gümnaasiumi staadion ja välikorvpalliväljak,Pärnu Koidula Gümnaasium,"Staadion, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Aktsiaselts,Riigi Kinnisvara Aktsiaselts,10788733,58.366382,24.550066,Pärnumaa,68,Pärnu,Pärnu linn,6619,15,4648,Staadion,Rahuldav,"jalgpall, Kergejõustik"
2436,Pärnu Koidula Gümnaasiumi võimla,Pärnu Koidula Gümnaasium,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Aktsiaselts,Riigi Kinnisvara Aktsiaselts,10788733,58.36745258,24.54834006,Pärnumaa,68,Pärnu,Pärnu linn,6619,140,4650,Võimla,Rahuldav,"Korvpall, võrkpall, saalijalgpall"
2569,Pärnu Kuninga Tänava Põhikooli spordiväljakud,Pärnu Kesklinna Koolide Võimla,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Kuninga Tänava Põhikool,75000259,58.382825,24.505681,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,4845,Jalgpalliväljak,Rahuldav,jalgpall
5801,Pärnu Laskekoolituskeskus,,Välitiir,Hoonestusõigus,Spordialases kasutuses,Mittetulundusühing,Pärnumaa Jahimeeste Liit,80073875,Mittetulundusühing,Pärnumaa Jahimeeste Liit,80073875,58.40214084,24.54177564,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,11878,Haavlitiir,Väga hea,jahilaskmine
2572,Pärnu Lastestaadioni korvpalliväljak,Pärnu Lastestaadion,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.38282831,24.49884832,Pärnumaa,68,Pärnu,Pärnu linn,6619,30,5954,Plastikkattega korvpalliplats,Väga hea,Korvpall
5200,Pärnu Lastestaadioni uisuväljak,Pärnu Lastestaadion,Muu spordiplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.38261511,24.49847817,Pärnumaa,68,Pärnu,Pärnu linn,6619,40,10818,Betoonpinnasega spordiväljak,Väga hea,rull-iluuisutamine
2355,Pärnu Lennuvälja Motopark,,"Tehnikaspordi püsirada, v.a veemotorada",Kinnisasi,Spordialases kasutuses,Füüsiline isik,Marko Saareke,37206124246,Mittetulundusühing,Mittetulundusühing Pärnu Motoclub,80159996,58.42895,24.467806,Pärnumaa,68,Tori,Eametsa küla,1510,0,6413,Krossirada,Väga hea,motokross
3866,Pärnu Mai jõulinnak,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.368704,24.532581,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,8507,Pärnu Mai jõulinnak,Rahuldav,harrastusvõimlemine
5550,Pärnu Mai Kooli spordiväljak,Pärnu Mai Kool,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Mai Kool,75038782,58.37324568,24.5293893,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,11479,Korvpalliplats ,Rahuldav,Korvpall
2439,Pärnu Mai Kooli võimla,Pärnu Mai Kool,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Mai Kool,75038782,58.3734896,24.5304451,Pärnumaa,68,Pärnu,Pärnu linn,6619,272,4643,Võimla,Rahuldav,"Korvpall, võrkpall"
2440,Pärnu Mai spordiväljak,Pärnu Mai Kool,"Muu spordiplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.372964,24.528362,Pärnumaa,68,Pärnu,Pärnu linn,6619,40,4642,Jalgpalliväljak,Rahuldav,jalgpall
5183,Pärnu Mai tn 23a korvpalliplats,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.37138811,24.53312874,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10781,Pärnu Mai tn 23a korvpalliplats,Mitterahuldav,Korvpall
5182,Pärnu Mai tn 35a korvpalliplats,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.37066361,24.53480063,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10780,Pärnu Mai tn 35a korvpalliplats,Mitterahuldav,Korvpall
5181,Pärnu Mai tn 43a korvpalliplats,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.36985591,24.53629375,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10779,Pärnu Mai tn 43a korvpalliplats,Mitterahuldav,Korvpall
3754,Pärnu Munamäe pargi skatepark,Pärnu Munamäe pargi spordiväljakud,Muu spordiplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.382557,24.494995,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,8242,Pärnu skatepark,Hea,"BMX-vabastiil, Rulasport, muud rulluisutamise alad"
4971,Pärnu Munamäe pargi tänavakorvpalliväljak,Pärnu Munamäe pargi spordiväljakud,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.38258271,24.49567616,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10458,Pärnu Munamäe pargi tänavakorvpalliväljak,Väga hea,Korvpall
2559,Pärnu Noorte Vabaajakeskuse spordisaalid,Pärnu Noorte Vabaajakeskus,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,Mittetulundusühing Pärnu Noorte Vabaajakeskus,80281800,58.392352,24.490349,Pärnumaa,68,Pärnu,Pärnu linn,6619,60,10720,Pallimängude saal,Väga hea,"akrobaatiline võimlemine, Judo, Karate, Sulgpall, Korvpall, võrkpall"
4553,Pärnu Noorte Vabaajakeskuse spordiväljakud,Pärnu Noorte Vabaajakeskus,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.392429,24.491531,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,9674,Korvpalliplats,Rahuldav,Korvpall
5499,Pärnu Padel Shark padeliväljakud,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Osaühing,Padel OÜ,14828122,58.37219344,24.52018694,Pärnumaa,68,Pärnu,Pärnu linn,6619,1,11306,Pärnu Padel Shark padeliväljakud,Väga hea,Padel
6065,Pärnu Padelsquare padelikeskus,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Osaühing,Osaühing Quattro Invest,11179491,Osaühing,Padelsquare OÜ,16752201,58.39990083,24.53201124,Pärnumaa,68,Pärnu,Pärnu linn,6619,54,12307,Pärnu Padelsquare padelikeskus,Väga hea,Padel
2581,Pärnu Pauluse Spordihall,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,Korvpalliklubi Paulus,80254708,58.3958029,24.4667559,Pärnumaa,68,Pärnu,Pärnu linn,6619,50,7430,Pallimängude saal,Väga hea,"Korvpall, võrkpall"
4511,Pärnu Pilli pargi jõulinnak,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.386266,24.522684,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,9600,Pärnu jõulinnak,Väga hea,harrastusvõimlemine
3867,Pärnu pumptrack rattapark,,Muu spordiplats,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.389957,24.492372,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,8443,Pärnu pumptrack rattapark,Hea,"BMX-kross, BMX-vabastiil"
4414,Pärnu Raba ekstreemspordikeskus,,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Aktsiaselts,aktsiaselts Pärnu EEK,10033012,Kohaliku omavalitsuse üksus,Pernova Hariduskeskus,75000393,58.40953831,24.50165088,Pärnumaa,68,Pärnu,Pärnu linn,6619,15,,,,
2561,Pärnu Raeküla staadion,Raeküla staadion,"Muu vabas õhus asuv spordiobjekt, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.358087,24.57191,Pärnumaa,68,Pärnu,Pärnu linn,6619,82,11467,Võrkpalliplats,Rahuldav,võrkpall
2562,Pärnu Raeküla staadioni olmehoone,Raeküla staadion,Spordi abihoone,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.3576371,24.57124973,Pärnumaa,68,Pärnu,Pärnu linn,6619,50,5991,Pärnu Raeküla staadioni olmehoone,Hea,
2575,Pärnu Raeküla staadioni riistakuur,Raeküla staadion,Spordi abihoone,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.357304,24.571725,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,5922,Pärnu Raeküla staadioni riistakuur,Rahuldav,
4947,Pärnu Raja lasteaed-ujula,,"Siseujula, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.3642653,24.54658405,Pärnumaa,68,Pärnu,Pärnu linn,6619,164,10406,Jõusaal,Väga hea,"jõutõstmine, Kulturism ja fitness"
2574,Pärnu Rannastaadion,Pärnu Rannastaadion,Staadion,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.374888,24.503224,Pärnumaa,68,Pärnu,Pärnu linn,6619,200,5903,Rannastaadion,Väga hea,"jalgpall, Kergejõustik"
4280,Pärnu Rannastaadioni harjutusväljak,Pärnu Rannastaadion,"Muu spordiplats, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.37388473,24.50675411,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,9181,Jalgpalliväljak,Väga hea,jalgpall
2579,Pärnu Rannastaadioni tribüünihoone,Pärnu Rannastaadion,"Muu hoones asuv spordiobjekt, Spordi abihoone, Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.3744938,24.5022244,Pärnumaa,68,Pärnu,Pärnu linn,6619,200,5916,Rannastaadioni tribüün,Väga hea,
4410,Pärnu rannavolleväljakud,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.37363763,24.49844751,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,9357,Pärnu rannavolleväljakud,Väga hea,rannavõrkpall
5336,Pärnu Rehepapi kunstmurukattega jalgpalliväljak,,Välispalliväljak,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Spordikeskus,77001470,58.40419114,24.48641995,Pärnumaa,68,Pärnu,Pärnu linn,6619,30,11097,Jalgpalliväljak,Väga hea,jalgpall
4977,Pärnu Rääma discgolfi park,,Muu vabas õhus asuv spordiobjekt,Muu,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Mittetulundusühing,Discgolfiklubi Hole-in-One,80317294,58.39342323,24.50997707,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10467,Pärnu Rääma discgolfi park,Hea,discgolf
4960,Pärnu Rääma pargi jõulinnak,,Muu vabas õhus asuv spordiobjekt,Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,58.39326584,24.50981319,Pärnumaa,68,Pärnu,Pärnu linn,6619,0,10439,Pärnu Rääma pargi jõulinnak,Väga hea,"harrastusvõimlemine, Kulturism ja fitness"
2565,Pärnu Rääma Põhikooli spordihoone,Pärnu Rääma Põhikool,"Võimla, spordihall, spordisaal",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Rääma Põhikool,75000229,58.395039,24.513384,Pärnumaa,68,Pärnu,Pärnu linn,6619,80,4797,Võimla,Väga hea,"Korvpall, võrkpall, Sulgpall, Saalihoki, saalijalgpall, Käsipall"
2566,Pärnu Rääma Põhikooli staadion ja spordiväljakud,Pärnu Rääma Põhikool,"Muu vabas õhus asuv spordiobjekt, Staadion, Välispalliväljak",Kinnisasi,Spordialases kasutuses,Kohaliku omavalitsuse üksus,Pärnu Linnavalitsus,75000064,Kohaliku omavalitsuse üksus,Pärnu Rääma Põhikool,75000229,58.394933,24.514114,Pärnumaa,68,Pärnu,Pärnu linn,6619,40,7700,Korvpalliplats,Väga hea,Korvpall
